Person,Item,Ratings
4069,shopping bags,8
4070,berries,9
4070,margarine,8
4070,coffee,8
4070,specialty bar,8
4070,shopping bags,8
4071,rolls/buns,8
4072,beef,8
4072,hamburger meat,8
4072,whole milk,8
4072,curd,8
4072,yogurt,8
4072,cream cheese ,8
4072,spices,9
4072,pickled vegetables,8
4072,sweet spreads,8
4072,cat food,8
4072,soda,4
4072,chocolate,8
4072,cleaner,6
4073,chicken,8
4073,turkey,6
4073,whole milk,8
4073,butter,8
4073,curd,8
4073,cream cheese ,8
4074,sausage,8
4074,meat,8
4074,other vegetables,9
4074,yogurt,8
4074,whipped/sour cream,8
4074,domestic eggs,8
4074,semi-finished bread,8
4074,instant coffee,8
4074,bottled water,8
4074,soda,4
4074,bottled beer,8
4074,newspapers,7
4074,shopping bags,8
4075,rolls/buns,8
4076,rolls/buns,8
4076,bottled beer,8
4077,sausage,8
4077,whole milk,8
4077,rolls/buns,8
4078,butter milk,8
4078,pastry,6
4079,pork,8
4079,root vegetables,9
4079,whole milk,8
4079,dog food,8
4079,soda,4
4079,hygiene articles,7
4079,shopping bags,8
4080,pork,8
4080,root vegetables,9
4080,other vegetables,9
4080,pastry,6
4080,shopping bags,8
4081,sausage,8
4081,hamburger meat,8
4081,pip fruit,9
4081,other vegetables,9
4081,butter milk,8
4081,mayonnaise,8
4081,frozen vegetables,8
4081,dental care,8
4082,soda,4
4083,tropical fruit,9
4083,pip fruit,9
4083,coffee,8
4083,soda,4
4083,fruit/vegetable juice,8
4083,salty snack,8
4084,pip fruit,9
4084,nuts/prunes,9
4084,whole milk,8
4084,yogurt,8
4084,whipped/sour cream,8
4084,cream cheese ,8
4084,rolls/buns,8
4084,waffles,6
4084,chocolate,8
4084,newspapers,7
4085,citrus fruit,9
4085,domestic eggs,8
4086,semi-finished bread,8
4087,sausage,8
4087,meat,8
4087,pork,8
4087,citrus fruit,9
4087,curd,8
4087,UHT-milk,8
4087,brown bread,6
4087,sugar,6
4087,soda,4
4087,fruit/vegetable juice,8
4087,cookware,8
4087,house keeping products,8
4088,tropical fruit,9
4088,other vegetables,9
4088,canned beer,8
4089,whole milk,8
4089,whipped/sour cream,8
4089,hard cheese,8
4089,rolls/buns,8
4089,semi-finished bread,8
4089,pet care,8
4089,newspapers,7
4090,berries,9
4090,other vegetables,9
4090,whole milk,8
4090,sliced cheese,8
4090,margarine,8
4090,bottled water,8
4090,pot plants,8
4091,ham,8
4091,beef,8
4091,whole milk,8
4091,yogurt,8
4091,cat food,8
4092,curd,8
4092,white bread,8
4092,pastry,6
4092,soda,4
4092,salty snack,8
4092,popcorn,8
4092,waffles,6
4092,chewing gum,8
4092,chocolate,8
4092,specialty chocolate,8
4093,soda,4
4094,pot plants,8
4095,yogurt,8
4095,coffee,8
4096,meat,8
4096,pip fruit,9
4096,root vegetables,9
4096,whole milk,8
4096,frozen vegetables,8
4097,citrus fruit,9
4097,tropical fruit,9
4097,whole milk,8
4097,butter,8
4097,curd,8
4097,yogurt,8
4097,whipped/sour cream,8
4097,rolls/buns,8
4097,pastry,6
4098,root vegetables,9
4099,whole milk,8
4100,coffee,8
4100,soda,4
4100,waffles,6
4101,whole milk,8
4101,beverages,8
4101,frozen vegetables,8
4101,margarine,8
4101,liquor (appetizer),8
4101,newspapers,7
4102,whole milk,8
4102,white bread,8
4102,long life bakery product,4
4103,sausage,8
4103,tropical fruit,9
4103,whole milk,8
4104,whole milk,8
4104,semi-finished bread,8
4105,frankfurter,8
4105,chicken,8
4105,beef,8
4105,hamburger meat,8
4105,tropical fruit,9
4105,other vegetables,9
4105,butter,8
4105,curd,8
4105,butter milk,8
4105,yogurt,8
4105,whipped/sour cream,8
4105,UHT-milk,8
4105,frozen vegetables,8
4105,pastry,6
4105,flour,6
4105,margarine,8
4105,canned fish,8
4105,coffee,8
4105,fruit/vegetable juice,8
4105,salty snack,8
4105,specialty chocolate,8
4106,fruit/vegetable juice,8
4107,meat,8
4107,tropical fruit,9
4107,root vegetables,9
4107,other vegetables,9
4107,whole milk,8
4107,butter,8
4107,whipped/sour cream,8
4107,frozen meals,8
4107,rolls/buns,8
4107,hygiene articles,7
4108,other vegetables,9
4108,yogurt,8
4108,pastry,6
4108,vinegar,8
4108,bottled water,8
4108,dishes,8
4109,frankfurter,8
4109,root vegetables,9
4109,butter,8
4109,bottled beer,8
4109,nut snack,
4110,specialty cheese,8
4110,frozen meals,8
4110,soda,4
4110,shopping bags,8
4111,yogurt,8
4111,whipped/sour cream,8
4111,UHT-milk,8
4111,baking powder,6
4111,bottled water,8
4111,soda,4
4112,chicken,8
4112,citrus fruit,9
4112,whole milk,8
4112,yogurt,8
4112,mustard,8
4112,cat food,8
4112,soda,4
4112,newspapers,7
4113,whole milk,8
4113,long life bakery product,4
4113,chocolate,8
4114,curd,8
4114,whipped/sour cream,8
4114,pudding powder,8
4114,coffee,8
4114,long life bakery product,4
4115,pastry,6
4115,pot plants,8
4116,frankfurter,8
4116,pork,8
4116,UHT-milk,8
4116,rolls/buns,8
4116,canned fish,8
4116,bottled water,8
4116,soda,4
4117,chicken,8
4117,white wine,8
4117,shopping bags,8
4118,frozen dessert,8
4118,bottled water,8
4119,tropical fruit,9
4119,pip fruit,9
4119,root vegetables,9
4119,curd,8
4119,yogurt,8
4119,flour,6
4119,margarine,8
4119,sugar,6
4119,bottled water,8
4119,newspapers,7
4120,tropical fruit,9
4120,pip fruit,9
4120,whole milk,8
4120,yogurt,8
4120,ice cream,8
4120,frozen dessert,8
4120,domestic eggs,8
4120,pastry,6
4120,flour,6
4120,margarine,8
4120,coffee,8
4120,cake bar,6
4120,napkins,7
4120,shopping bags,8
4121,sausage,8
4121,pip fruit,9
4121,rolls/buns,8
4121,pastry,6
4121,soda,4
4121,fruit/vegetable juice,8
4121,canned beer,8
4121,salty snack,8
4121,candy,8
4121,hygiene articles,7
4122,whole milk,8
4122,curd,8
4122,rolls/buns,8
4123,finished products,8
4123,bottled water,8
4123,specialty bar,8
4123,newspapers,7
4124,pork,8
4124,whole milk,8
4124,butter,8
4124,yogurt,8
4124,soft cheese,8
4124,cream cheese ,8
4124,coffee,8
4124,pot plants,8
4125,beef,8
4125,dessert,6
4125,frozen vegetables,8
4125,rice,9
4125,long life bakery product,4
4125,cling film/bags,8
4125,shopping bags,8
4126,sausage,8
4126,ham,8
4126,other vegetables,9
4126,beverages,8
4126,mayonnaise,8
4126,rolls/buns,8
4126,soda,4
4126,bottled beer,8
4126,chocolate,8
4126,chocolate marshmallow,8
4126,candy,8
4127,citrus fruit,9
4127,tropical fruit,9
4127,root vegetables,9
4127,other vegetables,9
4127,whole milk,8
4127,yogurt,8
4127,oil,8
4127,cat food,8
4127,soda,4
4127,misc. beverages,8
4127,fruit/vegetable juice,8
4127,newspapers,7
4128,pip fruit,9
4128,whole milk,8
4128,margarine,8
4128,cocoa drinks,8
4128,bottled water,8
4129,soda,4
4130,other vegetables,9
4130,whole milk,8
4130,specialty chocolate,8
4130,candy,8
4130,newspapers,7
4131,tropical fruit,9
4132,whole milk,8
4132,fruit/vegetable juice,8
4132,newspapers,7
4133,whole milk,8
4133,cream cheese ,8
4133,salty snack,8
4134,ham,8
4134,domestic eggs,8
4134,pastry,6
4134,long life bakery product,4
4134,waffles,6
4134,specialty chocolate,8
4134,dishes,8
4134,shopping bags,8
4135,tropical fruit,9
4135,other vegetables,9
4136,canned beer,8
4137,ham,8
4137,onions,9
4137,other vegetables,9
4137,whole milk,8
4137,whipped/sour cream,8
4137,soft cheese,8
4137,sliced cheese,8
4137,brown bread,6
4137,canned vegetables,8
4137,sweet spreads,8
4137,salty snack,8
4137,specialty chocolate,8
4137,dishes,8
4138,chicken,8
4138,pork,8
4138,frozen vegetables,8
4138,soda,4
4138,canned beer,8
4138,liquor (appetizer),8
4138,hygiene articles,7
4138,newspapers,7
4139,grapes,8
4139,butter,8
4139,soft cheese,8
4139,canned beer,8
4140,whole milk,8
4140,pickled vegetables,8
4140,bottled water,8
4140,bottled beer,8
4140,chocolate,8
4141,frankfurter,8
4141,sausage,8
4141,ham,8
4141,tropical fruit,9
4141,rolls/buns,8
4141,pastry,6
4141,chocolate,8
4141,napkins,7
4142,curd,8
4143,bottled beer,8
4144,beef,8
4144,root vegetables,9
4144,jam,8
4144,toilet cleaner,7
4145,citrus fruit,9
4145,tropical fruit,9
4145,other vegetables,9
4145,whole milk,8
4145,yogurt,8
4145,beverages,8
4145,cream cheese ,8
4145,bottled water,8
4145,pot plants,8
4146,UHT-milk,8
4146,newspapers,7
4147,salty snack,8
4148,canned beer,8
4149,pork,8
4149,pet care,8
4149,newspapers,7
4150,domestic eggs,8
4150,rolls/buns,8
4151,other vegetables,9
4151,rolls/buns,8
4151,pastry,6
4151,bottled beer,8
4152,beef,8
4152,citrus fruit,9
4152,butter,8
4152,fruit/vegetable juice,8
4153,sausage,8
4153,pip fruit,9
4153,oil,8
4153,cat food,8
4153,bottled water,8
4153,soda,4
4153,bottled beer,8
4153,white wine,8
4154,dish cleaner,8
4155,frankfurter,8
4155,tropical fruit,9
4155,root vegetables,9
4155,rolls/buns,8
4155,mustard,8
4155,canned fish,8
4155,misc. beverages,8
4155,bottled beer,8
4155,shopping bags,8
4156,frankfurter,8
4156,root vegetables,9
4156,whipped/sour cream,8
4156,rolls/buns,8
4156,roll products ,8
4156,salt,8
4156,shopping bags,8
4157,frankfurter,8
4157,sausage,8
4157,pork,8
4157,onions,9
4157,other vegetables,9
4157,rolls/buns,8
4157,semi-finished bread,8
4157,newspapers,7
4157,shopping bags,8
4158,tropical fruit,9
4158,pip fruit,9
4158,yogurt,8
4158,frozen vegetables,8
4158,pastry,6
4158,bottled beer,8
4159,frankfurter,8
4159,chicken,8
4159,pork,8
4159,citrus fruit,9
4159,tropical fruit,9
4159,pip fruit,9
4159,root vegetables,9
4159,herbs,9
4159,other vegetables,9
4159,whole milk,8
4159,butter milk,8
4159,beverages,8
4159,sliced cheese,8
4159,frozen vegetables,8
4159,roll products ,8
4159,pasta,8
4160,other vegetables,9
4161,whole milk,8
4162,soda,4
4163,chicken,8
4163,other vegetables,9
4163,whipped/sour cream,8
4163,sliced cheese,8
4163,frozen vegetables,8
4163,frozen meals,8
4163,fruit/vegetable juice,8
4163,long life bakery product,4
4163,specialty chocolate,8
4164,other vegetables,9
4164,whipped/sour cream,8
4164,processed cheese,8
4164,frozen fruits,8
4164,domestic eggs,8
4164,rolls/buns,8
4164,cereals,8
4164,dog food,8
4164,specialty chocolate,8
4164,chocolate marshmallow,8
4164,napkins,7
4164,shopping bags,8
4165,whole milk,8
4166,sausage,8
4166,hamburger meat,8
4166,other vegetables,9
4166,yogurt,8
4166,cream cheese ,8
4166,meat spreads,8
4166,bottled water,8
4166,soda,4
4167,sausage,8
4167,tropical fruit,9
4167,whole milk,8
4167,yogurt,8
4167,whipped/sour cream,8
4167,white bread,8
4167,bottled water,8
4168,pork,8
4168,root vegetables,9
4168,onions,9
4168,other vegetables,9
4168,whole milk,8
4168,butter,8
4168,frozen vegetables,8
4168,domestic eggs,8
4168,rolls/buns,8
4168,bottled beer,8
4168,canned beer,8
4168,napkins,7
4169,bottled water,8
4169,misc. beverages,8
4170,butter milk,8
4170,ice cream,8
4170,long life bakery product,4
4170,chewing gum,8
4170,detergent,6
4171,soda,4
4171,candy,8
4172,chicken,8
4172,citrus fruit,9
4172,berries,9
4172,root vegetables,9
4172,yogurt,8
4172,soda,4
4173,frankfurter,8
4173,tropical fruit,9
4173,dessert,6
4173,UHT-milk,8
4173,frozen dessert,8
4173,pastry,6
4173,artif. sweetener,8
4173,mustard,8
4173,canned fruit,
4173,hygiene articles,7
4174,frankfurter,8
4174,whole milk,8
4174,frozen meals,8
4174,domestic eggs,8
4174,white bread,8
4174,pastry,6
4174,bottled beer,8
4174,chocolate,8
4175,sausage,8
4175,whole milk,8
4175,butter,8
4175,domestic eggs,8
4175,white bread,8
4175,margarine,8
4175,candy,8
4175,softener,8
4175,flower (seeds),8
4175,shopping bags,8
4176,chicken,8
4176,pip fruit,9
4176,frozen vegetables,8
4177,beverages,8
4177,cream cheese ,8
4177,rolls/buns,8
4177,candy,8
4178,fruit/vegetable juice,8
4179,pork,8
4179,whipped/sour cream,8
4179,hard cheese,8
4179,cream cheese ,8
4179,spread cheese,8
4179,mayonnaise,8
4179,white bread,8
4179,bottled water,8
4179,soda,4
4179,fruit/vegetable juice,8
4180,frankfurter,8
4180,meat,8
4180,pork,8
4180,beef,8
4180,hamburger meat,8
4180,citrus fruit,9
4180,root vegetables,9
4180,other vegetables,9
4180,whole milk,8
4180,domestic eggs,8
4180,brown bread,6
4180,cat food,8
4181,soda,4
4182,whipped/sour cream,8
4182,pet care,8
4182,soda,4
4182,canned beer,8
4182,softener,8
4182,shopping bags,8
4183,sausage,8
4183,citrus fruit,9
4183,root vegetables,9
4183,other vegetables,9
4183,whole milk,8
4183,rolls/buns,8
4183,brown bread,6
4183,cat food,8
4183,bottled water,8
4184,root vegetables,9
4184,other vegetables,9
4184,whole milk,8
4184,margarine,8
4185,liquor,8
4186,frankfurter,8
4186,root vegetables,9
4186,onions,9
4186,other vegetables,9
4186,butter,8
4186,domestic eggs,8
4186,pasta,8
4186,canned beer,8
4187,coffee,8
4188,butter,8
4188,UHT-milk,8
4188,frozen vegetables,8
4188,ketchup,8
4188,bottled water,8
4188,soda,4
4188,bottled beer,8
4189,soda,4
4189,bottled beer,8
4189,liquor,8
4190,seasonal products,8
4190,shopping bags,8
4191,frankfurter,8
4191,chicken,8
4191,pork,8
4191,beef,8
4191,hamburger meat,8
4191,tropical fruit,9
4191,berries,9
4191,whole milk,8
4191,pastry,6
4191,roll products ,8
4191,oil,8
4191,margarine,8
4191,sugar,6
4191,artif. sweetener,8
4191,mustard,8
4191,soups,4
4191,cereals,8
4191,jam,8
4191,bottled water,8
4191,bottled beer,8
4191,candles,8
4191,pot plants,8
4192,canned beer,8
4192,white wine,8
4192,specialty chocolate,8
4192,seasonal products,8
4192,shopping bags,8
4193,other vegetables,9
4193,whole milk,8
4193,butter,8
4193,cream cheese ,8
4193,brown bread,6
4193,pastry,6
4193,ready soups,
4193,seasonal products,8
4193,hair spray,7
4193,newspapers,7
4193,shopping bags,8
4194,pastry,6
4194,flour,6
4194,sugar,6
4194,baking powder,6
4194,coffee,8
4194,canned beer,8
4194,shopping bags,8
4195,pet care,8
4195,waffles,6
4196,baking powder,6
4196,rum,8
4197,sausage,8
4198,sugar,6
4199,pet care,8
4200,pet care,8
4201,berries,9
4201,whipped/sour cream,8
4201,oil,8
4201,dog food,8
4201,liquor,8
4201,dishes,8
4201,shopping bags,8
4202,tropical fruit,9
4202,rolls/buns,8
4203,soda,4
4204,beef,8
4204,salty snack,8
4205,tropical fruit,9
4205,other vegetables,9
4205,whole milk,8
4205,sliced cheese,8
4205,frozen dessert,8
4205,brown bread,6
4205,pastry,6
4205,semi-finished bread,8
4205,canned fish,8
4205,cat food,8
4205,soda,4
4205,napkins,7
4205,newspapers,7
4205,shopping bags,8
4206,finished products,8
4206,chicken,8
4206,citrus fruit,9
4206,root vegetables,9
4206,other vegetables,9
4206,dessert,6
4206,domestic eggs,8
4206,spices,9
4206,pickled vegetables,8
4206,bottled water,8
4206,soda,4
4206,popcorn,8
4206,chocolate marshmallow,8
4206,detergent,6
4207,chewing gum,8
4208,curd,8
4208,yogurt,8
4208,whipped/sour cream,8
4208,ice cream,8
4209,chicken,8
4209,berries,9
4209,other vegetables,9
4209,pastry,6
4209,roll products ,8
4209,oil,8
4209,sugar,6
4210,bottled beer,8
4211,herbs,9
4211,whole milk,8
4211,sliced cheese,8
4211,rolls/buns,8
4211,pastry,6
4211,bottled water,8
4211,waffles,6
4212,yogurt,8
4213,sausage,8
4213,root vegetables,9
4213,sugar,6
4213,sweet spreads,8
4213,fruit/vegetable juice,8
4213,bottled beer,8
4213,salty snack,8
4213,shopping bags,8
4214,sausage,8
4214,pip fruit,9
4214,other vegetables,9
4214,whole milk,8
4214,butter,8
4214,dessert,6
4214,butter milk,8
4214,yogurt,8
4214,whipped/sour cream,8
4214,hard cheese,8
4214,mayonnaise,8
4214,oil,8
4214,mustard,8
4214,baking powder,6
4214,popcorn,8
4214,long life bakery product,4
4214,chocolate,8
4214,candy,8
4215,tropical fruit,9
4215,dessert,6
4215,yogurt,8
4215,syrup,6
4215,hygiene articles,7
4216,white wine,8
4217,frankfurter,8
4217,sausage,8
4217,liver loaf,8
4217,chicken,8
4217,pork,8
4217,root vegetables,9
4217,whole milk,8
4217,whipped/sour cream,8
4217,sliced cheese,8
4217,frozen vegetables,8
4217,bottled water,8
4217,fruit/vegetable juice,8
4217,salty snack,8
4217,long life bakery product,4
4218,canned beer,8
4219,chicken,8
4219,citrus fruit,9
4219,onions,9
4219,other vegetables,9
4219,whole milk,8
4219,frozen fish,8
4219,roll products ,8
4219,flour,6
4219,sugar,6
4219,pickled vegetables,8
4220,turkey,6
4220,citrus fruit,9
4220,butter,8
4220,whipped/sour cream,8
4220,hard cheese,8
4220,white bread,8
4221,curd cheese,6
4221,rolls/buns,8
4221,cake bar,6
4222,berries,9
4222,root vegetables,9
4222,other vegetables,9
4222,butter milk,8
4222,yogurt,8
4222,mayonnaise,8
4222,zwieback,8
4222,shopping bags,8
4223,tropical fruit,9
4223,root vegetables,9
4223,other vegetables,9
4223,whipped/sour cream,8
4223,specialty cheese,8
4223,rolls/buns,8
4223,nut snack,
4224,frankfurter,8
4224,bottled beer,8
4224,liquor,8
4225,coffee,8
4226,whole milk,8
4227,onions,9
4227,whole milk,8
4228,domestic eggs,8
4228,white bread,8
4228,specialty fat,8
4228,mustard,8
4228,specialty vegetables,9
4229,other vegetables,9
4230,hamburger meat,8
4230,citrus fruit,9
4230,other vegetables,9
4230,whole milk,8
4230,butter,8
4230,rolls/buns,8
4230,baking powder,6
4230,cooking chocolate,6
4230,specialty chocolate,8
4230,male cosmetics,7
4231,sausage,8
4231,finished products,8
4231,hamburger meat,8
4231,citrus fruit,9
4231,tropical fruit,9
4231,pip fruit,9
4231,other vegetables,9
4231,butter,8
4231,UHT-milk,8
4231,specialty cheese,8
4231,pastry,6
4231,roll products ,8
4231,pasta,8
4231,organic products,9
4231,baking powder,6
4231,canned vegetables,8
4231,cat food,8
4231,chewing gum,8
4231,chocolate,8
4231,pot plants,8
4231,flower (seeds),8
4232,citrus fruit,9
4232,other vegetables,9
4232,whole milk,8
4232,butter,8
4232,pastry,6
4232,oil,8
4232,bottled water,8
4232,bottled beer,8
4232,detergent,6
4233,pork,8
4233,citrus fruit,9
4233,other vegetables,9
4233,dessert,6
4233,white bread,8
4233,kitchen towels,8
4233,candles,8
4233,newspapers,7
4234,pork,8
4234,whole milk,8
4234,yogurt,8
4234,UHT-milk,8
4234,sliced cheese,8
4234,ice cream,8
4234,soda,4
4234,fruit/vegetable juice,8
4234,napkins,7
4235,root vegetables,9
4235,onions,9
4235,other vegetables,9
4235,whole milk,8
4235,butter,8
4235,yogurt,8
4235,soft cheese,8
4235,domestic eggs,8
4235,rice,9
4235,bottled water,8
4235,soda,4
4236,sausage,8
4236,citrus fruit,9
4236,root vegetables,9
4236,whole milk,8
4236,waffles,6
4236,chocolate marshmallow,8
4237,bottled beer,8
4238,herbs,9
4238,whole milk,8
4238,yogurt,8
4238,hard cheese,8
4238,domestic eggs,8
4238,flour,6
4238,margarine,8
4238,sugar,6
4238,baking powder,6
4238,canned fish,8
4238,misc. beverages,8
4238,canned beer,8
4239,soda,4
4239,specialty bar,8
4240,tropical fruit,9
4240,bottled water,8
4240,bottled beer,8
4240,hygiene articles,7
4241,sausage,8
4241,citrus fruit,9
4241,canned fish,8
4241,waffles,6
